I recently married my child’s natural father. What should I do for my child to be eligible for baby Bonus Scheme?,"You can email a copy of your child’s birth certificate and marriage certificate to us at msf_babybonus@msf.gov.sg once they are available. Your child’s birth certificate must bear both the father’s and the mother’s details. After receiving your documents, we will let you know what to do next, within 5 to 10 working days.",80
What is the minimum hardware requirement for Baby Bonus Online (BBO)?,"To run the Baby Bonus Online, your hardware will need at least 1 Gigahertz (GHz) or faster processor, 1 Gigabyte (GB) 32-bit and 2 Gigabyte 64-bit RAM, and broadband connection to a local Internet Service Provider.",81
What is the minimum software requirement for Baby Bonus Online (BBO)?,You will need the following software to access Baby Bonus Online:  Operating System Windows 7 or better Browser Internet Explorer 10.0 and above or Google Chrome 22.0 and above,82
How do I check the version of my browser?,"Please follow these steps to check the version of your Internet Browser: STEP 1: Click ""Help"" on the menu bar. STEP 2: For Internet Explorer, click ""About Internet Explorer"". For Google Chrome, click ""About Google Chrome"".",83
"Why am I encountering the error message, ""You have already logged in. Simultaneous sessions are not allowed""?","If you encounter the error message: “You have already logged in. Simultaneous sessions are not allowed"", while accessing the Baby Bonus Online, it could be because you have used the back, forward, and refresh buttons or are accessing the website on several windows. You can also encounter this error if the previous session was not properly terminated, for example, your Internet connection was cut off abruptly or you have closed the browser without clicking on the ""Logout"" button. If you are still unable to resolve the issue, please call us for assistance at 1800 253 7707 or (65) 6253 7707 if you are calling from overseas. Our operating hours are from Mondays to Fridays, 8.30am to 6.00pm, and Saturdays from 8.30pm to 1pm.",84
I am experiencing slow response when accessing the Baby Bonus Online (BBO) application. What is wrong?,"The slow response that you may encounter while accessing Baby Bonus Online (BBO) could be due to the browser, operating system and hardware you are using or your Internet Service Provider, or Local Area Network.",85
Can I click the browser's back button to go back to the previous page when accessing Baby Bonus Online (BBO)?,"While accessing Baby Bonus Online (BBO), please do not use your browser's back button in the midst of your transaction. You may encounter an error if you do so. If you need assistance, please call us at 1800 253 7707 or (65) 6253 7707 if you are calling from overseas. Our operating hours are from Mondays to Fridays, 8.30am to 6.00pm, and Saturdays from 8.30am to 1.00pm.",86
Why is my access to baby bonus online denied after Singpass login is successful?,"Please note that only the child’s parents, Bank Account Holder and Child Development Account trustee will have access to Baby Bonus Online (BBO). If you are an authorised party but were denied access to BBO, please email MSF_Babybonus@msf.gov.sg with the following details, so we can assist with your request: Your log-in ID The name of child and his/her birth certificate number The e-services you would like to access on BBO",87
What I need to do if I hit a page error or I am unable to login for Baby Bonus Online (BBO)?,"If you encounter page error while accessing the Baby Bonus website or are unable to log in, please clear your browser's cache and close all other applications that are running on your computer to free up memory space. For instructions on how to clear ‘cache’ or temporary internet files, please follow these steps according to your browser version. For Internet Explorer version 10.0 and above: STEP 1: Go to ""Tools"" menu. STEP 2: Click on ""Internet Options"". STEP 3: Go to ""General Tab"". STEP 4: Click ""Delete"" button under Browsing History section. STEP 5: Check all boxes next to the available options and click ""Delete"" button. STEP 6: Click 'OK' to exit the Internet Options dialog. For Google Chrome version 22.0 and above:  STEP 1: Click ""Settings"" in the menu bar. STEP 2: Click ""Show Advanced Settings"". STEP 3: Click “Clear Browsing Data"". STEP 4: Tick all checkboxes. STEP 5: Click “Clear Browsing Data"".",88
How do I print a page within Baby Bonus Online (BBO)?,"To print a page on the Baby Bonus Online, please follow these steps according to your browser version. For Internet Explorer version 10.0 and above: STEP 1: Right-click anywhere on the clean background of the browser. STEP 2: Click ""Print"". STEP 3: Fix the print settings for your desired print options. STEP 4: Click the ""Apply"" button, if you've made changes at first. STEP 5: Click the “Print “button if you haven’t made changes. For Google Chrome version 22.0 and above:  STEP 1: Right-click anywhere on the clean background of the browser. STEP 2: Click ""Print"". STEP 3: Fix the print settings for your desired print options. STEP 4: Click the “Print “button.",89
My latest details in MyInfo was not displayed when I try complete the Baby Bonus online form. What should I do?,"If you are making Baby Bonus application online but your latest details are not displayed in MyInfo, you can fill in the fields with your latest information before submitting your application.",90
I encountered an error when I tried to log in to Baby Bonus Online. What should I do?,"Baby Bonus Online (BBO) will not be available every Thursday from 6pm to 8pm due to scheduled maintenance. If you still run into errors while accessing or using BBO, please email us at msf_babybonus@msf.gov.sg with the following details:  Date and time when you encountered problems;  The operating system you are using  The browser type and version number  The name of the Internet Service Provider (ISP) (e.g. Starhub, Singtel, etc.)  The portal you are trying to access, i.e. the Approved Institution Portal or Parent portal The service in the portal that you are accessing The current URL of the browser, i.e. https://www.babybonus.msf.gov.sg/parent/ or https://www.babybonus.msf.gov.sg/AI/ Screenshot of the messages or errors you encountered (if available)  Alternatively, you may call us at 1800 253 7707 (Calling from Singapore) or (65) 6253 7707 (Calling from overseas) for assistance. Our operating hours are Monday to Friday, 8.30am to 6.00pm.",91
I have submitted request to open CDA. Why is my status still at In-progress?,"If you have submitted a request to open a Child Development Account (CDA) and the status is reflected as ‘In-Progress’, please select whether the CDA trustee is: Your Spouse Goes to MQA I have submitted request to open CDA. Why is my status still at “In-progress”? Spouse A foreigner or third party Goes to MQA I have submitted request to open CDA. Why is my status still at “In-progress”? Foreigner or Third Party",92
My spouse is a foreigner. How should I complete his/her details in the application form?,"If your spouse is a foreigner, when filling in the Baby Bonus application form, you should  Leave the “NRIC/FIN” field blank Select “Passport Number” or “Foreign ID” for “Identification Type”, and Enter his or her latest passport number at “Passport Number/Foreign ID” field.",93
I am residing overseas. I cannot enter my overseas contact number in the application form. Please help.,"A local contact number is required for the purpose of opening a CDA, as CDA funds can only be used locally. We understand that you do not have a Singapore mobile number. As an alternative, you may wish to consider providing a mobile number of a trusted relative residing in Singapore instead so that you can proceed with the application. Notwithstanding this arrangement, please update your mobile phone records with us, via Baby Bonus Online and also the CDA bank separately, when you are back in Singapore.",94
My application status is Action Required by Applicant. What should I do?,"If you have submitted an application and the status is “Action Required By Applicant”, please check if the parent details you have keyed in to your application form are the same as those printed on your child’s birth certificate. Changes can be made by using “Update Application/Check Status” on Baby Bonus Online. If you are unable to edit your application form, please email us at msf_babybonus@msf.gov.sg with screenshots of the online form.",95
What can I use the Baby Bonus cash gift for?,You can use the Baby Bonus cash gift to pay for expenses for your new-born child.,96
When will I receive the Baby Bonus cash gifts?,"If your child is born on or after 1 January 2015, you will receive the cash gifts in your selected bank account, in 5 payments within 18 months from the birth of the child. To check the scheduled payment date and cash gift payment date, you can select 'View Account Summary' under Services on Baby Bonus Online. For children who were born before 1 January 2015 and have enrolled for the scheme, you can also check their payment details using 'View Account Summary' under Services.",97
Will cash gift be credited to the CDA directly?,"The cash gift is credited to a bank account nominated by the child’s parents. Parents can choose to deposit the Baby Bonus cash gift into a savings account, or the Child Development Account, or CDA.  If you choose to receive the cash gift in your child’s CDA, you will not be able to withdraw the money in cash.",98
Can I enter my own bank account to receive the cash gift and CDA matching?,"The Baby Bonus scheme consists of 2 components: the Cash Gift and the Child Development Account or CDA. Both parents will have to agree on who will: receive the Cash Gift as a Bank Account Holder, and/or manage the Child Development Account as a CDA trustee. The person can either be the parent of the child or a third party.  The Cash Gift bank account holder and CDA trustee can be the same person or different persons. The CDA trustee has to be above the age of 18 and not a bankrupt. The Cash Gift will be credited to the Bank Account Holder’s selected bank account. The bank account can be a personal or a joint bank account with the child. The CDA is a separate special savings account for children to help build up the savings that can be spent on approved uses. It is not a regular savings account. When a CDA is opened, the child will receive CDA benefits, comprising the CDA First Step and dollar-for-dollar Government matching contributions. The CDA First Step will be credited into the CDA within 2 weeks from the opening of the account. Parents can save in the CDA and receive dollar-for-dollar matching from the Government up to a maximum cap based on the child’s birth order. Parents' savings will be matched by the Government within 2 weeks.",99
When will I receive the next cash gift?,"For Baby Bonus Cash gift payments, you will receive an SMS or Email notification on the expected date of payment around 3 to 5 working days before the scheduled payment date. You may check the cash gift payment schedule by using “Services” on Baby Bonus Online, followed by “View Account Summary”.",100
How do I enter my OCBC bank account number to receive the Cash Gift?,"For OCBC bank account holders, please enter your account number from the fourth digit onwards. The first 3 digits of your account number are the bank’s branch code.",101
Will I be taxed for the Baby Bonus cash gift received?,"You will not be taxed for the Baby Bonus cash gift, as Baby Bonus benefits are non-taxable.",102
Will my child be eligible for the Child Development Account (CDA) First Step announced during Budget Day?,"To be eligible for Child Development Account (CDA) First Step, your child must be: born on or after 24 March 2016, and a Singapore citizen or become a citizen before 12 years old. To check if your child is eligible for CDA First Step, you can use the “Check Eligibility” on Baby Bonus Online.",103
I have not saved in the Child Development Account (CDA) yet. What is the $600 which was credited to the CDA?,It was announced in Budget 2015 that all Singaporean children born between 1 January 2009 and 31 December 2015 will receive a top-up of $300 or $600 in their Child Development Account or CDA if the CDA was opened by 30 June 2016. There is no Government matching to this amount.,104
When will I receive the Child Development Account (CDA) First Step?,"If your child is entitled to the Child Development Account (CDA) First Step and the CDA is opened, you will receive $3,000 in your child's CDA within 2 weeks. You can check if you have received the CDA First Step by going to Baby Bonus Online and select ‘View/Update My Baby Bonus Details’, followed by 'View Statement'.",105
How long does it take to open the CDA with the new bank? Is the transfer of funds from Standard Chartered Bank (Singapore) to the new bank immediate? How long does the process take?,"Trustees of the Child Development Account (CDA) can change the CDA bank by going to Baby Bonus Online and select ‘View/Update My Baby Bonus Details’. The new CDA will be opened within 3 working days. Upon the successful opening of the CDA, the new CDA bank will send you the Baby Bonus NETS card, and you can continue to save into the new CDA. The transfer of funds from Standard Chartered Bank (SCB) to your new CDA bank may take up to 3 weeks after the account is opened. This is due to the backend processing time required to credit the funds from the closed CDA to the new CDA.",106
I have not received the letter from MSF on the transfer notice. Can I proceed to change to a new Child Development Account (CDA) bank?,You can change your Child Development Account (CDA) bank online anytime till 31 October 2018. We encourage CDA trustees to change their CDA bank early so that you have sufficient time to make an informed decision before the deadline.,107
What will happen if I do not change the Standard Chartered Bank (SCB) Child Development Account (CDA) to another CDA bank?,"If you do not change your Standard Chartered Bank (Singapore) CDA to another CDA bank by 31 October 2018, you will automatically be assigned one of the three CDA banks appointed by MSF. Your new CDA will be opened by the first week of January 2019. You may change your preferred CDA bank on the Baby Bonus Online using Services after the assigned new CDA is opened.",108
I have never used the Baby Bonus Online Portal as I do not have a SingPass. Is there another way for me to change the Child Development Account (CDA) to a different bank?,"If you are the Child Development Account (CDA) trustee, and you do not have a SingPass, you must complete the hardcopy form enclosed in the letter sent by MSF to change your CDA bank. You can email the completed form to MSF at MSF_Babybonus@msf.gov.sg, or post it to: Baby Bonus and Leave Branch Family@Enabling Village 20 Lengkok Bahru, #04-02 Singapore 159053. If you did not receive the form, please write to us using this form. Simply enter ‘Change of CDA bank form’ in the Subject field and key in your details. After receiving your form, we will send a Letter of Authorisation (LOA) to you by post within 10 days. You can use the LOA to open a new CDA personally at the CDA bank of your choice.",109
My child’s Child Development Account (CDA) is with Standard Chartered Bank (Singapore) and my child will be 12 years old in 2018. Is there a need for me to change to another bank?,"If your child turns 12 years old in 2018, you do not need to change to another Child Development Account (CDA) bank. The CDA will automatically be closed on 31 December 2018, and the balance will be transferred to the Post-Secondary Education Account, or PSEA, under the Ministry of Education in January 2019.",110
Why was Standard Chartered Bank (Singapore) not re-appointed as a Child Development Account (CDA) bank?,"The Government appoints Child Development Account (CDA) banks through an open tender process. We considered and evaluated the proposals from the bidders carefully, before a decision was made. It is unfortunate that Standard Chartered Bank (Singapore) was not re-appointed. However, we are assured that the three CDA banks appointed are able to manage the CDAs well and meet the needs of the CDA trustees and their children.",111
How do Approved institutions collect fees from the Child Development Account (CDA)?,Approved Institutions can use direct debit (GIRO) or Baby Bonus NETS Service to deduct money from the Child Development Account (CDA).,112
My organisation is a NETS merchant. Will there be additional fees to provide the Baby Bonus NETS service?,You need to be an Approved Institution (AI) to apply for the Baby Bonus NETS service. You will not be charged any additional service fee for the Baby Bonus NETS service. There is no change to your existing transaction charges and terminal subscription fees.,113
How do I apply to provide the Baby Bonus NETS service?,"Approved Institutions (AI) that need to enable the Baby Bonus NETS service on their NETS terminal must submit the NETS Service Application Form with their Accounting and Corporate Regulatory Authority (ACRA) Registration Number, and a copy of the 'MSF Letter of Approval' to: NETS Sales & Customer Service Contact Centre 298 Tiong Bahru Road #02-01 Central Plaza Singapore 168730 You can obtain the NETS Service Application Form from the Approved Institution Portal.  The form can be found at the bottom of the webpage. MSF will send the Letter of Approval to the Approved Institution within 3 weeks from acceptance of Terms and Conditions.",114
How does the Baby Bonus NETS card look like?,"The CDA banks, which are DBS/POSB, OCBC, and UOB, will issue a Baby Bonus NETS card to parents. To see the Baby Bonus Card designs, please visit Baby Bonus Online and select ‘Useful Links’ located on the bottom of the webpage. The front of the card is printed with: 'Baby Bonus'; The child's name and birth certificate number; and The bank's logo. The back of the card is printed with: The Ministry of Social and Family Development's (MSF's) logo 'Accepted at MSF Approved Institutions only' or 'This card is accepted at MSF Approved Institutions only'. 'NETS' logo may appear on the front or the back of the card.",115
What is the GIRO process of collecting fees from a Child Development Account (CDA)?,"Approved Institution (AI) can use GIRO to collect fees from the Child Development Account (CDA) by following these steps: CDA Trustee1 must authorise the AI to deduct fees from the child’s Child Development Account (CDA) by filling up Part 1 of GIRO application form of the respective CDA bank. AI completes the relevant part of the CDA Bank's GIRO application form. AI sends the completed GIRO application form to the CDA Bank. CDA Bank processes the GIRO form and returns rejected forms2 (if any) to the AI. AI sends collection instructions to the AI’s corporate bank once GIRO forms are accepted by the CDA bank. AI’s corporate bank informs the AI whether the GIRO deductions are successful or rejected.   For more information on GIRO processes, please contact your respective banks’ contact centres. Note:   The CDA trustee is either the parent or a person nominated by the child's parents as declared to MSF. AI must re-submit the GIRO forms with correct details if rejected by CDA bank. AI should update parents with the status of the GIRO application   AI should inform parent when the CDA deductions will be made.",116
Can the Child Development Account (CDA) be used for other siblings of the child?,Parents can use the funds in the Child Development Account (CDA) for the other siblings of the child.,117
"Can the Child Development Account (CDA) be used for any persons, other than the child and/or the siblings?","The Child Development Account, or CDA, is meant to be used by the child and his or her siblings only.",118
Is there an age limit for the child's siblings to use the Child Development Account (CDA)?,There is no age limit for the child's siblings to use the Child Development Account (CDA) funds.,119
Why is my child’s cash gift and/ or matching contribution pro-rated instead of the full amount?,"The Baby Bonus cash gift or matching contribution may be pro-rated if the child was not a Singapore citizen at birth, and both parents were not Singapore citizens at the time of his or her birth.",120
Can the Baby Bonus Cash gift be disbursed earlier?,MSF will disburse the Baby Bonus cash gift according to the cash gift payment schedule for your child. You can log on to Baby Bonus Online to check your child’s cash gift payment schedule details by selecting the “Update Application/Check Status” followed by “View Statement” at “Family View”.,121
What is the difference between the old CDA scheme and the CDA First Step for children born from 24 Mar 2016?,"Children born on or after 24 March 2016 will receive the CDA First Step of $3,000 in the Child Development Account (CDA), without the need for parents to save first. Parents can continue to save in the child’s CDA to receive dollar-for-dollar Government matching contribution of up to $3,000, $9,000 or $15,000 depending on the child’s birth order. Children born before 24 March 2016 will receive Government matching contribution of up to $6,000, $12,000 or $18,000 depending on the child’s birth order.",122
What is the address for Baby Bonus office?,"Baby Bonus Office Family@Enabling Village 20 Lengkok Bahru, #04-02 Singapore 159053. Office Hours: 8.30am to 5.30pm, Monday to Thursday. 8.30am to 5 pm, Friday. Bus Services: 139 (from Toa Payoh Interchange; alight at Lengkok Bahru Bus Stop B10431 or B10439) 63 (from Eunos Interchange; alight at Redhill Road Blk 72 Bus Stop B10459) 32; 33; 64; 120; 132; 145 (Bus stop at Redhill MRT Station). Nearest MRT Station: Redhill MRT Station",123
Who has the right to receive the baby bonus?,"Parents have to agree whose bank account will receive the Baby Bonus cash gift, and who will manage the Child Development Account (CDA). The CDA trustee is often the person with care and control of the child. If there is a court order indicating which parent has the care and control of the child, please send a copy of the court order to msf_babybonus@msf.gov.sg so that we can update our records.",124
What documents do I need to join the Baby Bonus Scheme?,"If your child is a Singapore Citizen at birth, we will receive your child’s birth details 3 working days after birth registration. Parents have to agree whose bank account will receive the Baby Bonus cash gift, and who will manage the Child Development Account before submitting the application. To join Baby Bonus Scheme, you need to have a local bank account to receive the cash gift. When completing the online form, please provide the bank account holder’s personal particulars and bank account details.",125
Is it compulsory to do a pre-birth registration for the Baby Bonus Scheme?,"It is not compulsory to do a pre-birth registration. If you have done a pre-birth registration to join Baby Bonus Scheme, your child will automatically join the Scheme within 3 to 5 working days upon birth registration.",126
Can I do a pre-birth registration for the Baby Bonus Scheme before my child is born?,"You may do a pre-birth registration for the Baby Bonus Scheme on Baby Bonus Online as early as 8 weeks and up to 2 weeks before your child’s estimated delivery date if: Your marriage was registered in Singapore, There was no change in either parents' identification numbers on the marriage certificates, and The child will be born in Singapore. If these criteria are met, we will deposit the cash gift within 7 to 10 working days and open a Child Development Account (CDA) for the child after your child is enrolled in the scheme.",127
Can I do a pre-birth registration for the Baby Bonus Scheme if my child is adopted?,"You will not be able to do a pre-birth registration for Baby Bonus for your adopted child. You must complete the adoption process and obtain Singapore Citizenship for the child, if necessary, before joining the scheme. Please complete Section D for adoption in the online application form and provide the following documents when you are submitting your application:  Child's Adoption Order and The Schedule Birth certificates of all children Citizenship Certificates of all children, if applicable Marriage Certificate Copies of both parents’ NRICs – front and back – or foreign passport if applicable",128
Can I continue with the pre-birth registration for Baby Bonus Scheme if I do not know the Estimated Date of Delivery (EDD)?,"If you do not know the Estimated Date of Delivery, or EDD of your child, and wish to register for Baby Bonus first, you may proceed to key in a date when doing the pre-birth registration on Baby Bonus Online.  However, please note that the birth registration of your child has to be done within 8 weeks from the EDD you have indicated. The system will only retain your child's pre-birth registration details for 8 weeks from the EDD you have indicated. A fresh application has to be submitted after 8 weeks.   Once you have registered your child's birth, your child will join the scheme automatically.",129
Can my child still join the Baby Bonus Scheme by submitting a hardcopy form?,You can only join the Baby Bonus scheme through Baby Bonus Online. We have stopped accepting hardcopy forms since 13 July 2015.,130
"If I have made pre-birth registration and selected the Cash Gift bank account holder and Child Development Account (CDA) trustee, can these be changed?","Either parent can update the pre-birth registration details to change the bank account holder or trustee. You may wish to discuss the matter with your spouse, as both parents have to agree on the cash gift bank account holder and the CDA trustee, before making the change on Baby Bonus Online. The terms and conditions are spelt out in the Baby Bonus Online declaration clauses as well as the terms and conditions governing the cash gift.",131
I need some help to join the Baby Bonus Scheme online. Who can I approach?,"If you need help to join the Baby Bonus Scheme, you may go to: the Baby Bonus One-stop Centres at the Immigration & Checkpoints Authority of Singapore (ICA) and maternity hospitals* after your child's birth registration.  Citizen Connect Centres (CCCs) at Community Centres#, or MSF Baby Bonus & Leave Branch at 20 Lengkok Bahru, #04-02, Family@Enabling Village Singapore 159053 *Note: Gleneagles Hospital, KK Women's and Children's Hospital, Mount Alvernia Hospital, Mount Elizabeth Hospital, Mount Elizabeth Novena Hospital, National University Hospital, Parkway East Hospital, Raffles Hospital, Singapore General Hospital, Thomson Medical Centre. #List of community centres with CCCs can be found here.",132
What happens after I have submitted the online form for Baby Bonus Scheme?,"After submitting Baby Bonus Application online, you may view your child's eligibility to join the Baby Bonus Scheme. You can expect to receive the cash gift and open a Child Development Account within 7 to 10 working days after the child joins the scheme.",133
Where can I check my Baby Bonus application status?,"To check the status of your Baby Bonus application, please log in to Baby Bonus Online using your SingPass, and use the “Update Application/Check Status” on the home page.",134
I just found out that my child has joined the scheme without my agreement. Can you change the bank account holder or Child Development Account (CDA) trustee to me?,"To change the bank account holder or Child Development Account (CDA) trustee, you may wish to discuss the matter with your spouse. Parents have to jointly agree on the cash gift bank account holder and CDA trustee, before submitting the Baby Bonus application online. These terms and conditions are stated in the Baby Bonus Online declaration clauses as well as the terms and conditions governing the cash gift.  At present, only the existing bank account holder or CDA trustee can request for a change. MSF will not be able to accede to your request otherwise. What if my spouse does not agree to my request? At present, only the existing bank account holder or CDA trustee can request for a change. MSF will not be able to accede to your request otherwise. What if my spouse is not contactable? Goes to MQA At present, only the existing bank account holder or CDA trustee can request for a change. MSF will not be able to accede to your request otherwise.",135
I have submitted an application for Baby Bonus Scheme. How can I open the CDA for my child?,"If you are the applicant and the nominated CDA trustee, the child’s CDA will be automatically opened within 3 working days after he or she joins the scheme. If you are the applicant and have nominated your spouse as the CDA trustee, your spouse needs to login to Baby Bonus Online with his or her SingPass to accept the CDA Terms and Conditions.  The CDA will then be automatically opened 3 working days later. If your child's CDA trustee is a foreigner or a third party, we will send a letter of authorisation to the trustee to open a CDA at the bank. The CDA Trustee must produce: The original authorisation letter his or her NRIC or passport a copy of the child's Birth Certificate or Certificate of Singapore Citizenship (which ever is applicable).",136
I have submitted a pre-birth registration. How can I provide my newborns details?,"For Baby Bonus pre-birth registrations, the Immigrations and Checkpoints Authority of Singapore (ICA) will update MSF with your child’s details within 3 working days after you have registered the birth of your child. Therefore, you need not provide any information to MSF.",137
What is One-Stop Service Centre?,"Parents who need assistance to join Baby Bonus online or perform other related e-services may go to the Citizen Connect Centres, the Immigration & Checkpoints Authority and the following maternity hospitals: Gleneagles Hospital KK Women’s and Children’s Hospital Mount Alvernia Hospital Mount Elizabeth Hospital Mount Elizabeth Novena Hospital National University Hospital Parkway East Hospital Raffles Hospital Singapore General Hospital Thomson Medical Centre",138
How can I check the CDA notification which was sent to me via the bank website?,"Child Development Account or CDA notifications are sent via the bank’s website. To check these notifications, you may wish to contact your CDA bank directly.",139
Why is my Baby Bonus application unsuccessful?,"Your Baby Bonus application could be unsuccessful if: any information you have keyed in is incorrect or does not match the records in our database, or you completed the wrong section  To help us answer your question, please select one of the following: My child is unborn   Goes to MQA Why is my application unsuccessful? - My child is unborn My child is a Singaporean at birth   Goes to MQA Why is my application unsuccessful? - My child is a Singaporean at birth My child was not a Singaporean at birth but has obtained Singapore Citizenship    Goes to MQA Why is my application unsuccessful? - My child was not a Singaporean at birth but has obtained Singapore Citizenship My child was adopted   Goes to MQA Why is my application unsuccessful? - My child was adopted and has obtained Singapore Citizenship",140
Can I cancel my child’s Baby Bonus application?,Baby Bonus applications cannot be cancelled after they are submitted online.,141
I have submitted a Pre-birth registration. Why the status is still at submitted?,"This may be because we have not received your child’s birth details. Pre-Birth registration allows parents to apply for the Baby Bonus Scheme between 2 to 8 weeks before the Estimated Delivery date (EDD). After you have registered the birth of your child, the Immigration and Checkpoints Authority of Singapore (ICA) will update us with your child's birth details. If your child is eligible, he or she will be enrolled in the scheme within 3 to 5 working days. If your child is born and you have registered your child’s birth with ICA, but your application status remains unchanged, you can write to us at msf_babybonus@msf.gov.sg for assistance.",142
I have applied for the Baby Bonus Scheme. How can I open a Child Development Account (CDA) for my child?,"If you have applied for the Baby Bonus Scheme and wish to open a Child Development Account, please select one of the following options:  You (applicant) are the nominated CDA Trustee Goes to MQA ”I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child? - You (applicant) are the Nominated CDA Trustee” You (applicant) have nominated your spouse to be the CDA Trustee Goes to MQA “I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child? - You (applicant) nominated your spouse as CDA Trustee” The CDA Trustee is a foreigner or third party Goes to MQA “I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child? - CDA Trustee is a foreigner or third party",143
Is there a limit to the number of Child Development Accounts per family?,"Every eligible child can hold one Child Development Account (CDA) each.  To check if your child is eligible for Baby Bonus and his or her benefits, you can use “Check Eligibility” on Baby Bonus Online.",144
What is the Child Development Account (CDA)?,"The Child Development Account, or CDA, is part of the Baby Bonus Scheme, which aims to help families defray the costs of raising children, and encourage parents to save for their children's developmental and healthcare needs. When you save in the CDA, the Government matches dollar-for-dollar up to a cap. Your child’s eligibility for the Government matching depends on his/her birth order and date of birth. The Government matching contribution will be credited into the CDA within 2 weeks of your deposit. Funds in the CDA can only be used for approved expenses at Approved Institutions and cannot be withdrawn in cash. You can check your child's eligibility and Baby Bonus Benefits on Baby Bonus Online using ""Check Eligibility"".",145
"Why do you still need the foreigner and 3rd party Child Development Account (CDA) trustee to make a trip to the bank, when most transactions can already be done online?","To open a Child Development Account, or CDA, the majority of Singaporean CDA trustees do not need to make a trip to the CDA bank, as we can verify their particulars with our records.   However, the CDA banks require foreigners or third-party CDA trustees to make a trip to the bank so that the bank could verify the trustees’ particulars.",146
Can you send the Child Development Account (CDA) authorisation letter to another address other than my official one?,"We will send the authorisation letter for the Child Development Account or CDA to your official address, which is maintained by the Ministry of Home Affairs. If there is a change in your address, please update your details at the Immigration and Checkpoints Authority, National Registration Office, or any neighbourhood Police Post or Police Centre within 28 days so that we can be updated.",147
Is it necessary to make a deposit to open a Child Development Account (CDA)?,"You do not need to make any minimum deposit to open a Child Development Account or CDA. Also, you do not need to maintain a minimum balance at any point in time after you have opened the CDA. There will be no bank charges even if there is no money in the CDA.  You can make a deposit into your child’s CDA until 31 December of the year that your child turns 12 years old. You may receive Government dollar-for-dollar matching contributions within 2 weeks from your deposit on the amount saved, up to your child’s eligible Government matching cap.",148
Why do you have an age limit for Child Development Account (CDA) trustee but not the bank account holder to receive Cash Gift?,"There is no minimum age required for the cash gift Bank Account Holder because the child’s parents would provide MSF with the instructions on which bank account to deposit the cash gift. However, to open a Child Development Account or CDA, an age limit is required because the CDA trustee has to exercise responsibilities such as authorising Approved Institutions to deduct funds from the account.  This requirement is also in line with banks' policy to meet a minimum age requirements to open a bank account.",149
I have already selected my spouse as a Child Development Account (CDA) trustee when I join scheme. Why is the Child Development Account (CDA) not opened yet?,"The Child Development Account trustee, or CDA trustee, will receive an email from MSF to accept the terms and conditions of the selected CDA bank. He or she will need to complete this process before the CDA can be opened. If the CDA trustee is a foreigner or a third-party, he or she will receive an Authorisation Letter to bring to the bank and complete the process of opening a CDA.",150
"I have the custody, care and control; or care and control of my child. How can I change the cash gift and/or Child Development Account (CDA) trustee to me?","Please email a copy of the Court order of the care and control of your child to us at msf_babybonus@msf.gov.sg. You will receive a form to complete. After processing the request form, we will notify you to accept the terms and conditions of the Child Development Account bank, or CDA bank, online via SMS/Email. Please note that if the trustee of the CDA is a foreigner or a third-party, he or she will receive a letter for change of CDA trustee to inform the CDA bank before the expiry date indicated in the letter.",151
Can I open a new Child Development Account (CDA) directly with any of the Child Development Account (CDA) banks?,"You cannot open a Child Development Account (CDA) directly with the bank. If your child has not joined the Baby Bonus Scheme, you can submit an application on Baby Bonus Online. You can also check your child’s eligibility for the Baby Bonus Benefits using “Check Eligibility”. If your child has already joined the Baby Bonus scheme, you can submit a request to open a CDA, using ‘View/Update My Baby Bonus Details’ on the Baby Bonus Online.",152
Will there be any penalties or charges for a change in Child Development Account (CDA) bank?,"MSF does not charge a fee for change of CDA bank. However, there may be bank charges or penalties such as early termination of fixed or time deposit accounts using CDA funds.  You will need to bear the penalties or charges as these cannot be deducted from the CDA. Please contact your CDA bank for more information.",153
"If I change the Child Development Account (CDA) bank, will I forfeit/ have to return the benefits given by the bank (e.g. bonus interest rate)?","We understand that there may be some conditions tied to the benefits given by the bank pertaining to the Child Development Account or CDA. As these promotions are offered by the respective CDA banks, you may wish to approach the bank directly.",154
How will I know which Child Development Account (CDA) bank suits me better?,"The Government matching contributions and the usage of the Child Development Account or CDA are the same across banks. When choosing your CDA bank, you should read through and be comfortable with the bank's terms and benefits. As their terms and benefits may change from time to time, please contact the banks to find out more.",155
I have changed my name/child's name. Do I need to inform the Ministry of Social and Family Development (MSF) and my Child Development Account (CDA) bank?,"If you, as the CDA trustee, have changed your name, or you have changed your child’s name, and wish to update us, please email a copy of the Deed Poll or Certificate of Extract from the Registry of Births to MSF_Babybonus@msf.gov.sg.   You should also update the CDA bank separately by bringing the original Deed Poll or Certificate of Extract from the Registry of Births to the bank branch.",156
When will the Child Development Account (CDA) be closed?,"The Child Development Account (CDA) will be closed on the 31 December of the year your child turns 12 years old. Funds in the CDA will automatically be transferred to your child’s Post-Secondary Education Account (PSEA) under the Ministry of Education, subject to the cap applicable to your child.   You may continue to save in the PSEA until your child is 18 years old and receive the remaining dollar-for-dollar Government matching if you have not saved up to the CDA cap. For more information on PSEA, please visit the Ministry of Education's website.",157
